state,country,lat,long,date,recovered
,Holy See,41.9029,12.4534,4/20/20,2
,Honduras,15.2,-86.2419,4/20/20,25
,Hungary,47.1625,19.5033,4/20/20,267
,Iceland,64.9631,-19.0208,4/20/20,1362
,India,21.0,78.0,4/20/20,3273
,Indonesia,-0.7893,113.9213,4/20/20,747
,Iran,32.0,53.0,4/20/20,59273
,Iraq,33.0,44.0,4/20/20,1043
,Ireland,53.1424,-7.6921,4/20/20,77
,Israel,31.0,35.0,4/20/20,4049
,Italy,43.0,12.0,4/20/20,48877
,Jamaica,18.1096,-77.2975,4/20/20,27
,Japan,36.0,138.0,4/20/20,1159
,Jordan,31.24,36.51,4/20/20,282
,Kazakhstan,48.0196,66.9237,4/20/20,447
,Kenya,-0.0236,37.9062,4/20/20,69
,South Korea,36.0,128.0,4/20/20,8114
,Kuwait,29.5,47.75,4/20/20,367
,Kyrgyzstan,41.2044,74.7661,4/20/20,201
,Latvia,56.8796,24.6032,4/20/20,88
,Lebanon,33.8547,35.8623,4/20/20,103
,Liberia,6.4281,-9.4295,4/20/20,7
,Libya,26.3351,17.228331,4/20/20,15
,Liechtenstein,47.14,9.55,4/20/20,55
,Lithuania,55.1694,23.8813,4/20/20,242
,Luxembourg,49.8153,6.1296,4/20/20,637
,Madagascar,-18.7669,46.8691,4/20/20,41
,Malaysia,2.5,112.5,4/20/20,3295
,Maldives,3.2028,73.2207,4/20/20,16
,Mali,17.570692,-3.996166000000001,4/20/20,56
,Malta,35.9375,14.3754,4/20/20,126
,Mauritania,21.0079,10.9408,4/20/20,6
,Mauritius,-20.2,57.5,4/20/20,224
,Mexico,23.6345,-102.5528,4/20/20,2627
,Moldova,47.4116,28.3699,4/20/20,457
,Monaco,43.7333,7.4167,4/20/20,23
,Mongolia,46.8625,103.8467,4/20/20,7
,Montenegro,42.5,19.3,4/20/20,88
,Morocco,31.7917,-7.0926,4/20/20,350
,Mozambique,-18.6657,35.5296,4/20/20,8
,Namibia,-22.9576,18.4904,4/20/20,6
,Nepal,28.1667,84.25,4/20/20,4
Aruba,Netherlands,12.5186,-70.0358,4/20/20,49
Curacao,Netherlands,12.1696,-68.99,4/20/20,11
Sint Maarten,Netherlands,18.0425,-63.0548,4/20/20,12
,Netherlands,52.1326,5.2913,4/20/20,250
,New Zealand,-40.9006,174.886,4/20/20,974
,Nicaragua,12.8654,-85.2072,4/20/20,6
,Niger,17.6078,8.0817,4/20/20,117
,Nigeria,9.082,8.6753,4/20/20,188
,North Macedonia,41.6086,21.7453,4/20/20,200
,Norway,60.472,8.4689,4/20/20,32
,Oman,21.0,57.0,4/20/20,238
,Pakistan,30.3753,69.3451,4/20/20,1970
,Panama,8.538,-80.7821,4/20/20,165
,Papua New Guinea,-6.315,143.9555,4/20/20,0
,Paraguay,-23.4425,-58.4438,4/20/20,46
,Peru,-9.19,-75.0152,4/20/20,6968
,Philippines,13.0,122.0,4/20/20,613
,Poland,51.9194,19.1451,4/20/20,1133
,Portugal,39.3999,-8.2245,4/20/20,610
,Qatar,25.3548,51.1839,4/20/20,555
,Romania,45.9432,24.9668,4/20/20,2017
,Russia,60.0,90.0,4/20/20,3446
,Rwanda,-1.9403,29.8739,4/20/20,76
,Saint Kitts and Nevis,17.357822,-62.782998,4/20/20,0
,Saint Lucia,13.9094,-60.9789,4/20/20,13
,Saint Vincent and the Grenadines,12.9843,-61.2872,4/20/20,1
,San Marino,43.9424,12.4578,4/20/20,61
,Saudi Arabia,24.0,45.0,4/20/20,1490
,Senegal,14.4974,-14.4524,4/20/20,235
,Serbia,44.0165,21.0059,4/20/20,870
,Seychelles,-4.6796,55.492,4/20/20,5
,Singapore,1.2833,103.8333,4/20/20,801
,Slovakia,48.669,19.699,4/20/20,251
,Slovenia,46.1512,14.9955,4/20/20,193
,Somalia,5.1521,46.1996,4/20/20,4
,South Africa,-30.5595,22.9375,4/20/20,1055
,Spain,40.0,-4.0,4/20/20,80587
,Sri Lanka,7.0,81.0,4/20/20,98
,Sudan,12.8628,30.2176,4/20/20,8
,Suriname,3.9193,-56.0278,4/20/20,6
,Sweden,63.0,16.0,4/20/20,550
,Switzerland,46.8182,8.2275,4/20/20,18600
,Syria,34.8021,38.9968,4/20/20,5
,Taiwan*,23.7,121.0,4/20/20,203
,Tanzania,-6.369,34.8888,4/20/20,11
,Thailand,15.0,101.0,4/20/20,1999
,Timor-Leste,-8.8742,125.7275,4/20/20,1
,Togo,8.6195,0.8248,4/20/20,53
,Trinidad and Tobago,10.6918,-61.2225,4/20/20,22
,Tunisia,34.0,9.0,4/20/20,148
,Turkey,38.9637,35.2433,4/20/20,13430
,Uganda,1.0,32.0,4/20/20,38
,Ukraine,48.3794,31.1656,4/20/20,359
,United Arab Emirates,24.0,54.0,4/20/20,1360
Bermuda,United Kingdom,32.3078,-64.7505,4/20/20,37
Cayman Islands,United Kingdom,19.3133,-81.2546,4/20/20,7
Channel Islands,United Kingdom,49.3723,-2.3644,4/20/20,73
Gibraltar,United Kingdom,36.1408,-5.3536,4/20/20,120
Isle of Man,United Kingdom,54.2361,-4.5481,4/20/20,200
Montserrat,United Kingdom,16.7425,-62.1874,4/20/20,2
,United Kingdom,55.3781,-3.4360000000000004,4/20/20,0
,Uruguay,-32.5228,-55.7658,4/20/20,313
,US,37.0902,-95.7129,4/20/20,72329
,Uzbekistan,41.3775,64.5853,4/20/20,261
,Venezuela,6.4238,-66.5897,4/20/20,117
,Vietnam,16.0,108.0,4/20/20,214
,Zambia,-15.4167,28.2833,4/20/20,35
,Zimbabwe,-20.0,30.0,4/20/20,2
,West Bank and Gaza,31.9522,35.2332,4/20/20,71
,Laos,19.856270000000002,102.495496,4/20/20,2
,Kosovo,42.602636,20.902977,4/20/20,123
,Burma,21.9162,95.956,4/20/20,7
Anguilla,United Kingdom,18.2206,-63.0686,4/20/20,1
British Virgin Islands,United Kingdom,18.4207,-64.64,4/20/20,3
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,4/20/20,0
,MS Zaandam,0.0,0.0,4/20/20,0
,Botswana,-22.3285,24.6849,4/20/20,0
,Burundi,-3.3731,29.9189,4/20/20,4
,Sierra Leone,8.460555000000001,-11.779889,4/20/20,6
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,4/20/20,0
,Malawi,-13.254307999999998,34.301525,4/20/20,3
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,4/20/20,3
Saint Pierre and Miquelon,France,46.8852,-56.3159,4/20/20,0
,South Sudan,6.8770000000000024,31.307,4/20/20,0
,Western Sahara,24.2155,-12.8858,4/20/20,0
,Sao Tome and Principe,0.18636,6.613081,4/20/20,0
,Yemen,15.552726999999999,48.516388,4/20/20,0
,Comoros,-11.6455,43.3333,4/20/20,0
,Tajikistan,38.861034000000004,71.276093,4/20/20,0
,Afghanistan,33.0,65.0,4/21/20,150
,Albania,41.1533,20.1683,4/21/20,345
,Algeria,28.0339,1.6596,4/21/20,1152
,Andorra,42.5063,1.5218,4/21/20,282
,Angola,-11.2027,17.8739,4/21/20,6
,Antigua and Barbuda,17.0608,-61.7964,4/21/20,7
,Argentina,-38.4161,-63.6167,4/21/20,840
,Armenia,40.0691,45.0382,4/21/20,609
Australian Capital Territory,Australia,-35.4735,149.0124,4/21/20,92
New South Wales,Australia,-33.8688,151.2093,4/21/20,1755
Northern Territory,Australia,-12.4634,130.8456,4/21/20,15
Queensland,Australia,-28.0167,153.4,4/21/20,738
South Australia,Australia,-34.9285,138.6007,4/21/20,376
Tasmania,Australia,-41.4545,145.9707,4/21/20,74
Victoria,Australia,-37.8136,144.9631,4/21/20,1202
Western Australia,Australia,-31.9505,115.8605,4/21/20,443
,Austria,47.5162,14.5501,4/21/20,10971
,Azerbaijan,40.1431,47.5769,4/21/20,865
,Bahamas,25.0343,-77.3963,4/21/20,12
,Bahrain,26.0275,50.55,4/21/20,784
,Bangladesh,23.685,90.3563,4/21/20,87
,Barbados,13.1939,-59.5432,4/21/20,25
,Belarus,53.7098,27.9534,4/21/20,577
,Belgium,50.8333,4.0,4/21/20,9002
,Belize,13.1939,-59.5432,4/21/20,2
,Benin,9.3077,2.3158,4/21/20,27
,Bhutan,27.5142,90.4336,4/21/20,2
,Bolivia,-16.2902,-63.5887,4/21/20,37
,Bosnia and Herzegovina,43.9159,17.6791,4/21/20,437
,Brazil,-14.235,-51.9253,4/21/20,22991
,Brunei,4.5353,114.7277,4/21/20,116
,Bulgaria,42.7339,25.4858,4/21/20,170
,Burkina Faso,12.2383,-1.5616,4/21/20,362
,Cabo Verde,16.5388,-23.0418,4/21/20,1
,Cambodia,11.55,104.9167,4/21/20,110
,Cameroon,3.8480000000000003,11.5021,4/21/20,329
,Canada,56.1304,-106.3468,4/21/20,13188
,Central African Republic,6.6111,20.9394,4/21/20,10
,Chad,15.4542,18.7322,4/21/20,8
,Chile,-35.6751,-71.543,4/21/20,4969
Anhui,China,31.8257,117.2264,4/21/20,984
Beijing,China,40.1824,116.4142,4/21/20,516
Chongqing,China,30.0572,107.874,4/21/20,570
Fujian,China,26.0789,117.9874,4/21/20,341
Gansu,China,37.8099,101.0583,4/21/20,137
Guangdong,China,23.3417,113.4244,4/21/20,1501
Guangxi,China,23.8298,108.7881,4/21/20,252
Guizhou,China,26.8154,106.8748,4/21/20,145
Hainan,China,19.1959,109.7453,4/21/20,162
Hebei,China,39.549,116.1306,4/21/20,317
Heilongjiang,China,47.861999999999995,127.7615,4/21/20,475
Henan,China,33.882,113.61399999999999,4/21/20,1254
Hong Kong,China,22.3,114.2,4/21/20,650
Hubei,China,30.9756,112.2707,4/21/20,63514
Hunan,China,27.6104,111.7088,4/21/20,1015
Inner Mongolia,China,44.0935,113.9448,4/21/20,108
Jiangsu,China,32.9711,119.455,4/21/20,644
Jiangxi,China,27.614,115.7221,4/21/20,936
Jilin,China,43.6661,126.1923,4/21/20,97
Liaoning,China,41.2956,122.6085,4/21/20,143
Macau,China,22.1667,113.55,4/21/20,24
Ningxia,China,37.2692,106.1655,4/21/20,75
Qinghai,China,35.7452,95.9956,4/21/20,18
Shaanxi,China,35.1917,108.8701,4/21/20,253
Shandong,China,36.3427,118.1498,4/21/20,765
Shanghai,China,31.201999999999998,121.4491,4/21/20,530
Shanxi,China,37.5777,112.2922,4/21/20,140
Sichuan,China,30.6171,102.7103,4/21/20,554
Tianjin,China,39.3054,117.323,4/21/20,176
Tibet,China,31.6927,88.0924,4/21/20,1
Xinjiang,China,41.1129,85.2401,4/21/20,73
Yunnan,China,24.974,101.48700000000001,4/21/20,178
Zhejiang,China,29.1832,120.0934,4/21/20,1251
,Colombia,4.5709,-74.2973,4/21/20,804
,Congo (Brazzaville),-4.0383,21.7587,4/21/20,16
,Congo (Kinshasa),-4.0383,21.7587,4/21/20,35
,Costa Rica,9.7489,-83.7534,4/21/20,150
,Cote d'Ivoire,7.54,-5.5471,4/21/20,303
,Croatia,45.1,15.2,4/21/20,801
,Diamond Princess,0.0,0.0,4/21/20,644
,Cuba,22.0,-80.0,4/21/20,309
,Cyprus,35.1264,33.4299,4/21/20,98
,Czechia,49.8175,15.472999999999999,4/21/20,1753
Faroe Islands,Denmark,61.8926,-6.9118,4/21/20,178
Greenland,Denmark,71.7069,-42.6043,4/21/20,11
,Denmark,56.2639,9.5018,4/21/20,4700
,Djibouti,11.8251,42.5903,4/21/20,112
,Dominica,15.415,-61.371,4/21/20,8
,Dominican Republic,18.7357,-70.1627,4/21/20,463
,Ecuador,-1.8312,-78.1834,4/21/20,1207
,Egypt,26.0,30.0,4/21/20,870
,El Salvador,13.7942,-88.8965,4/21/20,48
,Equatorial Guinea,1.5,10.0,4/21/20,7
,Eritrea,15.1794,39.7823,4/21/20,6
,Estonia,58.5953,25.0136,4/21/20,169
,Eswatini,-26.5225,31.4659,4/21/20,8
,Ethiopia,9.145,40.4897,4/21/20,16
,Fiji,-17.7134,178.065,4/21/20,3
,Finland,64.0,26.0,4/21/20,2000
French Guiana,France,3.9339,-53.1258,4/21/20,76
French Polynesia,France,-17.6797,149.4068,4/21/20,19
Guadeloupe,France,16.25,-61.5833,4/21/20,73
Martinique,France,14.6415,-61.0242,4/21/20,73
Mayotte,France,-12.8275,45.1662,4/21/20,117
New Caledonia,France,-20.9043,165.618,4/21/20,17
Reunion,France,-21.1351,55.2471,4/21/20,238
Saint Barthelemy,France,17.9,-62.8333,4/21/20,6
St Martin,France,18.0708,-63.0501,4/21/20,19
,France,46.2276,2.2137,4/21/20,38543
,Gabon,-0.8037,11.6094,4/21/20,16
,Gambia,13.4432,-15.3101,4/21/20,2
,Georgia,42.3154,43.3569,4/21/20,97
,Germany,51.0,9.0,4/21/20,95200
,Ghana,7.9465,-1.0232,4/21/20,99
,Grenada,12.1165,-61.678999999999995,4/21/20,6
,Greece,39.0742,21.8243,4/21/20,577
,Guatemala,15.7835,-90.2308,4/21/20,24
,Guinea,9.9456,-9.6966,4/21/20,127
,Guinea-Bissau,11.8037,-15.1804,4/21/20,3
,Guyana,5.0,-58.75,4/21/20,9
,Haiti,18.9712,-72.2852,4/21/20,0
,Holy See,41.9029,12.4534,4/21/20,2
,Honduras,15.2,-86.2419,4/21/20,29
,Hungary,47.1625,19.5033,4/21/20,287
,Iceland,64.9631,-19.0208,4/21/20,1417
,India,21.0,78.0,4/21/20,3975
,Indonesia,-0.7893,113.9213,4/21/20,842
,Iran,32.0,53.0,4/21/20,60965
,Iraq,33.0,44.0,4/21/20,1096
,Ireland,53.1424,-7.6921,4/21/20,9233
,Israel,31.0,35.0,4/21/20,4507
,Italy,43.0,12.0,4/21/20,51600
,Jamaica,18.1096,-77.2975,4/21/20,27
,Japan,36.0,138.0,4/21/20,1239
,Jordan,31.24,36.51,4/21/20,297
,Kazakhstan,48.0196,66.9237,4/21/20,489
,Kenya,-0.0236,37.9062,4/21/20,74
,South Korea,36.0,128.0,4/21/20,8213
,Kuwait,29.5,47.75,4/21/20,412
,Kyrgyzstan,41.2044,74.7661,4/21/20,216
,Latvia,56.8796,24.6032,4/21/20,133
,Lebanon,33.8547,35.8623,4/21/20,108
,Liberia,6.4281,-9.4295,4/21/20,7
,Libya,26.3351,17.228331,4/21/20,15
,Liechtenstein,47.14,9.55,4/21/20,55
,Lithuania,55.1694,23.8813,4/21/20,298
,Luxembourg,49.8153,6.1296,4/21/20,670
,Madagascar,-18.7669,46.8691,4/21/20,44
,Malaysia,2.5,112.5,4/21/20,3349
,Maldives,3.2028,73.2207,4/21/20,16
,Mali,17.570692,-3.996166000000001,4/21/20,57
,Malta,35.9375,14.3754,4/21/20,150
,Mauritania,21.0079,10.9408,4/21/20,6
,Mauritius,-20.2,57.5,4/21/20,243
,Mexico,23.6345,-102.5528,4/21/20,2627
,Moldova,47.4116,28.3699,4/21/20,505
,Monaco,43.7333,7.4167,4/21/20,26
,Mongolia,46.8625,103.8467,4/21/20,8
,Montenegro,42.5,19.3,4/21/20,101
,Morocco,31.7917,-7.0926,4/21/20,393
,Mozambique,-18.6657,35.5296,4/21/20,8
,Namibia,-22.9576,18.4904,4/21/20,6
,Nepal,28.1667,84.25,4/21/20,4
Aruba,Netherlands,12.5186,-70.0358,4/21/20,51
Curacao,Netherlands,12.1696,-68.99,4/21/20,11
Sint Maarten,Netherlands,18.0425,-63.0548,4/21/20,12
,Netherlands,52.1326,5.2913,4/21/20,0
,New Zealand,-40.9006,174.886,4/21/20,1006
,Nicaragua,12.8654,-85.2072,4/21/20,7
,Niger,17.6078,8.0817,4/21/20,127
,Nigeria,9.082,8.6753,4/21/20,188
,North Macedonia,41.6086,21.7453,4/21/20,224
,Norway,60.472,8.4689,4/21/20,32
,Oman,21.0,57.0,4/21/20,238
,Pakistan,30.3753,69.3451,4/21/20,2073
,Panama,8.538,-80.7821,4/21/20,204
,Papua New Guinea,-6.315,143.9555,4/21/20,0
,Paraguay,-23.4425,-58.4438,4/21/20,53
,Peru,-9.19,-75.0152,4/21/20,6982
,Philippines,13.0,122.0,4/21/20,654
,Poland,51.9194,19.1451,4/21/20,1297
,Portugal,39.3999,-8.2245,4/21/20,917
,Qatar,25.3548,51.1839,4/21/20,614
,Romania,45.9432,24.9668,4/21/20,2153
,Russia,60.0,90.0,4/21/20,3873
,Rwanda,-1.9403,29.8739,4/21/20,84
,Saint Kitts and Nevis,17.357822,-62.782998,4/21/20,0
,Saint Lucia,13.9094,-60.9789,4/21/20,13
,Saint Vincent and the Grenadines,12.9843,-61.2872,4/21/20,2
,San Marino,43.9424,12.4578,4/21/20,62
,Saudi Arabia,24.0,45.0,4/21/20,1640
,Senegal,14.4974,-14.4524,4/21/20,242
,Serbia,44.0165,21.0059,4/21/20,977
,Seychelles,-4.6796,55.492,4/21/20,5
,Singapore,1.2833,103.8333,4/21/20,839
,Slovakia,48.669,19.699,4/21/20,258
,Slovenia,46.1512,14.9955,4/21/20,197
,Somalia,5.1521,46.1996,4/21/20,4
,South Africa,-30.5595,22.9375,4/21/20,1055
,Spain,40.0,-4.0,4/21/20,82514
,Sri Lanka,7.0,81.0,4/21/20,102
,Sudan,12.8628,30.2176,4/21/20,8
,Suriname,3.9193,-56.0278,4/21/20,6
,Sweden,63.0,16.0,4/21/20,550
,Switzerland,46.8182,8.2275,4/21/20,19400
,Syria,34.8021,38.9968,4/21/20,6
,Taiwan*,23.7,121.0,4/21/20,217
,Tanzania,-6.369,34.8888,4/21/20,11
,Thailand,15.0,101.0,4/21/20,2108
,Timor-Leste,-8.8742,125.7275,4/21/20,1
,Togo,8.6195,0.8248,4/21/20,56
,Trinidad and Tobago,10.6918,-61.2225,4/21/20,28
,Tunisia,34.0,9.0,4/21/20,148
,Turkey,38.9637,35.2433,4/21/20,14918
,Uganda,1.0,32.0,4/21/20,38
,Ukraine,48.3794,31.1656,4/21/20,367
,United Arab Emirates,24.0,54.0,4/21/20,1443
Bermuda,United Kingdom,32.3078,-64.7505,4/21/20,37
Cayman Islands,United Kingdom,19.3133,-81.2546,4/21/20,7
Channel Islands,United Kingdom,49.3723,-2.3644,4/21/20,256
Gibraltar,United Kingdom,36.1408,-5.3536,4/21/20,120
Isle of Man,United Kingdom,54.2361,-4.5481,4/21/20,209
Montserrat,United Kingdom,16.7425,-62.1874,4/21/20,2
,United Kingdom,55.3781,-3.4360000000000004,4/21/20,0
,Uruguay,-32.5228,-55.7658,4/21/20,313
,US,37.0902,-95.7129,4/21/20,75204
,Uzbekistan,41.3775,64.5853,4/21/20,357
,Venezuela,6.4238,-66.5897,4/21/20,117
,Vietnam,16.0,108.0,4/21/20,216
,Zambia,-15.4167,28.2833,4/21/20,35
,Zimbabwe,-20.0,30.0,4/21/20,2
,West Bank and Gaza,31.9522,35.2332,4/21/20,71
,Laos,19.856270000000002,102.495496,4/21/20,2
,Kosovo,42.602636,20.902977,4/21/20,128
,Burma,21.9162,95.956,4/21/20,7
Anguilla,United Kingdom,18.2206,-63.0686,4/21/20,1
British Virgin Islands,United Kingdom,18.4207,-64.64,4/21/20,3
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,4/21/20,0
,MS Zaandam,0.0,0.0,4/21/20,0
,Botswana,-22.3285,24.6849,4/21/20,0
,Burundi,-3.3731,29.9189,4/21/20,4
,Sierra Leone,8.460555000000001,-11.779889,4/21/20,6
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,4/21/20,0
,Malawi,-13.254307999999998,34.301525,4/21/20,3
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,4/21/20,3
Saint Pierre and Miquelon,France,46.8852,-56.3159,4/21/20,0
,South Sudan,6.8770000000000024,31.307,4/21/20,0
,Western Sahara,24.2155,-12.8858,4/21/20,0
,Sao Tome and Principe,0.18636,6.613081,4/21/20,0
,Yemen,15.552726999999999,48.516388,4/21/20,0
,Comoros,-11.6455,43.3333,4/21/20,0
,Tajikistan,38.861034000000004,71.276093,4/21/20,0
,Afghanistan,33.0,65.0,4/22/20,166
,Albania,41.1533,20.1683,4/22/20,356
,Algeria,28.0339,1.6596,4/22/20,1204
,Andorra,42.5063,1.5218,4/22/20,309
,Angola,-11.2027,17.8739,4/22/20,6
,Antigua and Barbuda,17.0608,-61.7964,4/22/20,10
,Argentina,-38.4161,-63.6167,4/22/20,872
,Armenia,40.0691,45.0382,4/22/20,633
Australian Capital Territory,Australia,-35.4735,149.0124,4/22/20,93
New South Wales,Australia,-33.8688,151.2093,4/22/20,1926
Northern Territory,Australia,-12.4634,130.8456,4/22/20,16
Queensland,Australia,-28.0167,153.4,4/22/20,738
South Australia,Australia,-34.9285,138.6007,4/22/20,388
Tasmania,Australia,-41.4545,145.9707,4/22/20,77
Victoria,Australia,-37.8136,144.9631,4/22/20,1243
Western Australia,Australia,-31.9505,115.8605,4/22/20,451
,Austria,47.5162,14.5501,4/22/20,11328
,Azerbaijan,40.1431,47.5769,4/22/20,907
,Bahamas,25.0343,-77.3963,4/22/20,12
,Bahrain,26.0275,50.55,4/22/20,1026
,Bangladesh,23.685,90.3563,4/22/20,92
,Barbados,13.1939,-59.5432,4/22/20,25
,Belarus,53.7098,27.9534,4/22/20,769
,Belgium,50.8333,4.0,4/22/20,9433
,Belize,13.1939,-59.5432,4/22/20,2
,Benin,9.3077,2.3158,4/22/20,27
,Bhutan,27.5142,90.4336,4/22/20,2
,Bolivia,-16.2902,-63.5887,4/22/20,44
,Bosnia and Herzegovina,43.9159,17.6791,4/22/20,460
,Brazil,-14.235,-51.9253,4/22/20,25318
,Brunei,4.5353,114.7277,4/22/20,117
,Bulgaria,42.7339,25.4858,4/22/20,174
,Burkina Faso,12.2383,-1.5616,4/22/20,389
,Cabo Verde,16.5388,-23.0418,4/22/20,1
,Cambodia,11.55,104.9167,4/22/20,110
,Cameroon,3.8480000000000003,11.5021,4/22/20,397
,Canada,56.1304,-106.3468,4/22/20,14454
,Central African Republic,6.6111,20.9394,4/22/20,10
,Chad,15.4542,18.7322,4/22/20,8
,Chile,-35.6751,-71.543,4/22/20,5386
Anhui,China,31.8257,117.2264,4/22/20,984
Beijing,China,40.1824,116.4142,4/22/20,518
Chongqing,China,30.0572,107.874,4/22/20,570
Fujian,China,26.0789,117.9874,4/22/20,342
Gansu,China,37.8099,101.0583,4/22/20,137
Guangdong,China,23.3417,113.4244,4/22/20,1511
Guangxi,China,23.8298,108.7881,4/22/20,252
Guizhou,China,26.8154,106.8748,4/22/20,145
Hainan,China,19.1959,109.7453,4/22/20,162
Hebei,China,39.549,116.1306,4/22/20,317
Heilongjiang,China,47.861999999999995,127.7615,4/22/20,479
Henan,China,33.882,113.61399999999999,4/22/20,1254
Hong Kong,China,22.3,114.2,4/22/20,678
Hubei,China,30.9756,112.2707,4/22/20,63519
Hunan,China,27.6104,111.7088,4/22/20,1015
Inner Mongolia,China,44.0935,113.9448,4/22/20,108
Jiangsu,China,32.9711,119.455,4/22/20,645
Jiangxi,China,27.614,115.7221,4/22/20,936
Jilin,China,43.6661,126.1923,4/22/20,98
Liaoning,China,41.2956,122.6085,4/22/20,143
Macau,China,22.1667,113.55,4/22/20,26
Ningxia,China,37.2692,106.1655,4/22/20,75
Qinghai,China,35.7452,95.9956,4/22/20,18
Shaanxi,China,35.1917,108.8701,4/22/20,253
Shandong,China,36.3427,118.1498,4/22/20,766
Shanghai,China,31.201999999999998,121.4491,4/22/20,534
Shanxi,China,37.5777,112.2922,4/22/20,140
Sichuan,China,30.6171,102.7103,4/22/20,556
Tianjin,China,39.3054,117.323,4/22/20,176
Tibet,China,31.6927,88.0924,4/22/20,1
Xinjiang,China,41.1129,85.2401,4/22/20,73
Yunnan,China,24.974,101.48700000000001,4/22/20,178
Zhejiang,China,29.1832,120.0934,4/22/20,1252
,Colombia,4.5709,-74.2973,4/22/20,870
,Congo (Brazzaville),-4.0383,21.7587,4/22/20,16
,Congo (Kinshasa),-4.0383,21.7587,4/22/20,45
,Costa Rica,9.7489,-83.7534,4/22/20,180
,Cote d'Ivoire,7.54,-5.5471,4/22/20,310
,Croatia,45.1,15.2,4/22/20,869
,Diamond Princess,0.0,0.0,4/22/20,644
,Cuba,22.0,-80.0,4/22/20,341
,Cyprus,35.1264,33.4299,4/22/20,98
,Czechia,49.8175,15.472999999999999,4/22/20,1989
Faroe Islands,Denmark,61.8926,-6.9118,4/22/20,178
Greenland,Denmark,71.7069,-42.6043,4/22/20,11
,Denmark,56.2639,9.5018,4/22/20,5087
,Djibouti,11.8251,42.5903,4/22/20,183
,Dominica,15.415,-61.371,4/22/20,9
,Dominican Republic,18.7357,-70.1627,4/22/20,581
,Ecuador,-1.8312,-78.1834,4/22/20,1262
,Egypt,26.0,30.0,4/22/20,935
,El Salvador,13.7942,-88.8965,4/22/20,63
,Equatorial Guinea,1.5,10.0,4/22/20,7
,Eritrea,15.1794,39.7823,4/22/20,6
,Estonia,58.5953,25.0136,4/22/20,184
,Eswatini,-26.5225,31.4659,4/22/20,8
,Ethiopia,9.145,40.4897,4/22/20,21
,Fiji,-17.7134,178.065,4/22/20,8
,Finland,64.0,26.0,4/22/20,2000
French Guiana,France,3.9339,-53.1258,4/22/20,83
French Polynesia,France,-17.6797,149.4068,4/22/20,35
Guadeloupe,France,16.25,-61.5833,4/22/20,73
Martinique,France,14.6415,-61.0242,4/22/20,73
Mayotte,France,-12.8275,45.1662,4/22/20,125
New Caledonia,France,-20.9043,165.618,4/22/20,17
Reunion,France,-21.1351,55.2471,4/22/20,238
Saint Barthelemy,France,17.9,-62.8333,4/22/20,6
St Martin,France,18.0708,-63.0501,4/22/20,19
,France,46.2276,2.2137,4/22/20,39988
,Gabon,-0.8037,11.6094,4/22/20,24
,Gambia,13.4432,-15.3101,4/22/20,2
,Georgia,42.3154,43.3569,4/22/20,107
,Germany,51.0,9.0,4/22/20,99400
,Ghana,7.9465,-1.0232,4/22/20,99
,Grenada,12.1165,-61.678999999999995,4/22/20,6
,Greece,39.0742,21.8243,4/22/20,577
,Guatemala,15.7835,-90.2308,4/22/20,24
,Guinea,9.9456,-9.6966,4/22/20,164
,Guinea-Bissau,11.8037,-15.1804,4/22/20,3
,Guyana,5.0,-58.75,4/22/20,9
,Haiti,18.9712,-72.2852,4/22/20,2
,Holy See,41.9029,12.4534,4/22/20,2
,Honduras,15.2,-86.2419,4/22/20,30
,Hungary,47.1625,19.5033,4/22/20,295
,Iceland,64.9631,-19.0208,4/22/20,1462
,India,21.0,78.0,4/22/20,4370
,Indonesia,-0.7893,113.9213,4/22/20,913
,Iran,32.0,53.0,4/22/20,63113
,Iraq,33.0,44.0,4/22/20,1146
,Ireland,53.1424,-7.6921,4/22/20,9233
,Israel,31.0,35.0,4/22/20,5215
,Italy,43.0,12.0,4/22/20,54543
,Jamaica,18.1096,-77.2975,4/22/20,27
,Japan,36.0,138.0,4/22/20,1356
,Jordan,31.24,36.51,4/22/20,315
,Kazakhstan,48.0196,66.9237,4/22/20,515
,Kenya,-0.0236,37.9062,4/22/20,74
,South Korea,36.0,128.0,4/22/20,8277
,Kuwait,29.5,47.75,4/22/20,443
,Kyrgyzstan,41.2044,74.7661,4/22/20,254
,Latvia,56.8796,24.6032,4/22/20,133
,Lebanon,33.8547,35.8623,4/22/20,113
,Liberia,6.4281,-9.4295,4/22/20,20
,Libya,26.3351,17.228331,4/22/20,15
,Liechtenstein,47.14,9.55,4/22/20,55
,Lithuania,55.1694,23.8813,4/22/20,357
,Luxembourg,49.8153,6.1296,4/22/20,711
,Madagascar,-18.7669,46.8691,4/22/20,52
,Malaysia,2.5,112.5,4/22/20,3452
,Maldives,3.2028,73.2207,4/22/20,16
,Mali,17.570692,-3.996166000000001,4/22/20,73
,Malta,35.9375,14.3754,4/22/20,165
,Mauritania,21.0079,10.9408,4/22/20,6
,Mauritius,-20.2,57.5,4/22/20,261
